date,val
01/01/1990 00:00,0.525486
01/02/1990 00:00,0.523972
01/03/1990 00:00,0.526316
01/04/1990 00:00,0.523834
01/05/1990 00:00,0.527426
01/06/1990 00:00,0.526177
01/07/1990 00:00,0.527565
01/08/1990 00:00,0.527565
01/09/1990 00:00,0.528123
01/10/1990 00:00,0.528123
01/11/1990 00:00,0.529381
01/12/1990 00:00,0.529101
01/13/1990 00:00,0.532765
01/14/1990 00:00,0.532056
01/15/1990 00:00,0.53135
01/16/1990 00:00,0.533049
01/17/1990 00:00,0.532623
01/18/1990 00:00,0.534188
01/19/1990 00:00,0.535045
01/20/1990 00:00,0.537201
01/21/1990 00:00,0.536481
01/22/1990 00:00,0.536193
01/23/1990 00:00,0.535475
01/24/1990 00:00,0.535906
01/25/1990 00:00,0.538503
01/26/1990 00:00,0.537779
01/27/1990 00:00,0.536769
01/28/1990 00:00,0.536337
01/29/1990 00:00,0.536625
01/30/1990 00:00,0.535906
01/31/1990 00:00,0.536625
02/01/1990 00:00,0.536193
02/02/1990 00:00,0.535045
02/03/1990 00:00,0.537634
02/04/1990 00:00,0.537346
02/05/1990 00:00,0.536481
02/06/1990 00:00,0.535906
02/07/1990 00:00,0.536193
02/08/1990 00:00,0.536049
02/09/1990 00:00,0.535619
02/10/1990 00:00,0.533333
02/11/1990 00:00,0.533333
02/12/1990 00:00,0.534045
02/13/1990 00:00,0.533903
02/14/1990 00:00,0.533476
02/15/1990 00:00,0.533618
02/16/1990 00:00,0.534045
02/17/1990 00:00,0.533618
02/18/1990 00:00,0.532623
02/19/1990 00:00,0.533333
02/20/1990 00:00,0.533333
02/21/1990 00:00,0.533618
02/22/1990 00:00,0.533618
02/23/1990 00:00,0.533476
02/24/1990 00:00,0.532056
02/25/1990 00:00,0.53135
02/26/1990 00:00,0.531773
02/27/1990 00:00,0.530926
02/28/1990 00:00,0.530786
03/01/1990 00:00,0.529801
03/02/1990 00:00,0.530082
03/03/1990 00:00,0.530363
03/04/1990 00:00,0.530223
03/05/1990 00:00,0.530645
03/06/1990 00:00,0.531915
03/07/1990 00:00,0.532481
03/08/1990 00:00,0.533191
03/09/1990 00:00,0.532765
03/10/1990 00:00,0.531915
03/11/1990 00:00,0.532623
03/12/1990 00:00,0.532765
03/13/1990 00:00,0.532765
03/14/1990 00:00,0.532765
03/15/1990 00:00,0.532198
03/16/1990 00:00,0.532056
03/17/1990 00:00,0.533333
03/18/1990 00:00,0.533333
03/19/1990 00:00,0.532623
03/20/1990 00:00,0.532056
03/21/1990 00:00,0.532623
03/22/1990 00:00,0.532623
03/23/1990 00:00,0.532623
03/24/1990 00:00,0.532765
03/25/1990 00:00,0.533049
03/26/1990 00:00,0.533333
03/27/1990 00:00,0.532623
03/28/1990 00:00,0.533049
03/29/1990 00:00,0.533049
03/30/1990 00:00,0.534902
03/31/1990 00:00,0.6619152187402069
04/01/1990 00:00,0.6619152187402069
04/02/1990 00:00,0.6619152187402069
04/03/1990 00:00,0.6619152187402069
04/04/1990 00:00,0.6619152187402069
04/05/1990 00:00,0.6619152187402069
04/06/1990 00:00,0.6619152187402069
04/07/1990 00:00,0.6619152187402069
04/08/1990 00:00,0.6619152187402069
04/09/1990 00:00,0.6619152187402069
04/10/1990 00:00,0.6619152187402069
04/11/1990 00:00,0.6619152187402069
04/12/1990 00:00,0.6619152187402069
04/13/1990 00:00,0.6619152187402069
04/14/1990 00:00,0.6619152187402069
04/15/1990 00:00,0.6619152187402069
04/16/1990 00:00,0.6619152187402069
04/17/1990 00:00,0.6619152187402069
04/18/1990 00:00,0.6619152187402069
04/19/1990 00:00,0.6619152187402069
04/20/1990 00:00,0.6619152187402069
04/21/1990 00:00,0.6619152187402069
04/22/1990 00:00,0.6619152187402069
04/23/1990 00:00,0.6619152187402069
04/24/1990 00:00,0.6619152187402069
04/25/1990 00:00,0.540979
04/26/1990 00:00,0.6619152187402069
04/27/1990 00:00,0.6619152187402069
04/28/1990 00:00,0.6619152187402069
04/29/1990 00:00,0.6619152187402069
04/30/1990 00:00,0.6619152187402069
05/01/1990 00:00,0.6619152187402069
05/02/1990 00:00,0.6619152187402069
05/03/1990 00:00,0.6619152187402069
05/04/1990 00:00,0.6619152187402069
05/05/1990 00:00,0.6619152187402069
05/06/1990 00:00,0.6619152187402069
05/07/1990 00:00,0.6619152187402069
05/08/1990 00:00,0.6619152187402069
05/09/1990 00:00,0.6619152187402069
05/10/1990 00:00,0.6619152187402069
05/11/1990 00:00,0.6619152187402069
05/12/1990 00:00,0.6619152187402069
05/13/1990 00:00,0.6619152187402069
05/14/1990 00:00,0.6619152187402069
05/15/1990 00:00,0.6619152187402069
05/16/1990 00:00,0.6619152187402069
05/17/1990 00:00,0.6619152187402069
05/18/1990 00:00,0.6619152187402069
05/19/1990 00:00,0.6619152187402069
05/20/1990 00:00,0.550509
05/21/1990 00:00,0.55142
05/22/1990 00:00,0.6619152187402069
05/23/1990 00:00,0.6619152187402069
05/24/1990 00:00,0.6619152187402069
05/25/1990 00:00,0.6619152187402069
05/26/1990 00:00,0.6619152187402069
05/27/1990 00:00,0.6619152187402069
05/28/1990 00:00,0.6619152187402069
05/29/1990 00:00,0.6619152187402069
05/30/1990 00:00,0.552792
05/31/1990 00:00,0.554324
06/01/1990 00:00,0.554324
06/02/1990 00:00,0.55325
06/03/1990 00:00,0.55371
06/04/1990 00:00,0.553863
06/05/1990 00:00,0.555864
06/06/1990 00:00,0.556174
06/07/1990 00:00,0.556793
06/08/1990 00:00,0.556793
06/09/1990 00:00,0.558347
06/10/1990 00:00,0.558659
06/11/1990 00:00,0.558815
06/12/1990 00:00,0.559597
06/13/1990 00:00,0.56338
06/14/1990 00:00,0.562588
06/15/1990 00:00,0.563539
06/16/1990 00:00,0.566893
06/17/1990 00:00,0.566893
06/18/1990 00:00,0.566572
06/19/1990 00:00,0.566572
06/20/1990 00:00,0.566893
06/21/1990 00:00,0.572082
06/22/1990 00:00,0.568505
06/23/1990 00:00,0.562493
06/24/1990 00:00,0.565131
06/25/1990 00:00,0.565291
06/26/1990 00:00,0.564653
06/27/1990 00:00,0.561167
06/28/1990 00:00,0.564334
06/29/1990 00:00,0.566412
