date,val
01/01/1990 00:00,0.525486
01/02/1990 00:00,0.523972
01/03/1990 00:00,0.526316
01/04/1990 00:00,0.523834
01/05/1990 00:00,0.527426
01/06/1990 00:00,0.526177
01/07/1990 00:00,0.527565
01/08/1990 00:00,0.527565
01/09/1990 00:00,0.528123
01/10/1990 00:00,0.528123
01/11/1990 00:00,0.529381
01/12/1990 00:00,0.529101
01/13/1990 00:00,0.532765
01/14/1990 00:00,0.532056
01/15/1990 00:00,0.53135
01/16/1990 00:00,0.533049
01/17/1990 00:00,0.532623
01/18/1990 00:00,0.534188
01/19/1990 00:00,0.535045
01/20/1990 00:00,0.537201
01/21/1990 00:00,0.536481
01/22/1990 00:00,0.536193
01/23/1990 00:00,0.535475
01/24/1990 00:00,0.535906
01/25/1990 00:00,0.538503
01/26/1990 00:00,0.537779
01/27/1990 00:00,0.536769
01/28/1990 00:00,0.536337
01/29/1990 00:00,0.536625
01/30/1990 00:00,0.535906
01/31/1990 00:00,0.536625
02/01/1990 00:00,0.536193
02/02/1990 00:00,0.535045
02/03/1990 00:00,0.537634
02/04/1990 00:00,0.537346
02/05/1990 00:00,0.536481
02/06/1990 00:00,0.535906
02/07/1990 00:00,0.536193
02/08/1990 00:00,0.536049
02/09/1990 00:00,0.535619
02/10/1990 00:00,0.533333
02/11/1990 00:00,0.533333
02/12/1990 00:00,0.534045
02/13/1990 00:00,0.533903
02/14/1990 00:00,0.533476
02/15/1990 00:00,0.533618
02/16/1990 00:00,0.534045
02/17/1990 00:00,0.533618
02/18/1990 00:00,0.532623
02/19/1990 00:00,0.533333
02/20/1990 00:00,0.533333
02/21/1990 00:00,0.533618
02/22/1990 00:00,0.533618
02/23/1990 00:00,0.533476
02/24/1990 00:00,0.532056
02/25/1990 00:00,0.53135
02/26/1990 00:00,0.531773
02/27/1990 00:00,0.530926
02/28/1990 00:00,0.530786
03/01/1990 00:00,0.529801
03/02/1990 00:00,0.530082
03/03/1990 00:00,0.530363
03/04/1990 00:00,0.530223
03/05/1990 00:00,0.530645
03/06/1990 00:00,0.531915
03/07/1990 00:00,0.532481
03/08/1990 00:00,0.533191
03/09/1990 00:00,0.532765
03/10/1990 00:00,0.531915
03/11/1990 00:00,0.532623
03/12/1990 00:00,0.532765
03/13/1990 00:00,0.532765
03/14/1990 00:00,0.532765
03/15/1990 00:00,0.532198
03/16/1990 00:00,0.532056
03/17/1990 00:00,0.533333
03/18/1990 00:00,0.533333
03/19/1990 00:00,0.532623
03/20/1990 00:00,0.532056
03/21/1990 00:00,0.532623
03/22/1990 00:00,0.532623
03/23/1990 00:00,0.532623
03/24/1990 00:00,0.532765
03/25/1990 00:00,0.533049
03/26/1990 00:00,0.533333
03/27/1990 00:00,0.532623
03/28/1990 00:00,0.533049
03/29/1990 00:00,0.533049
03/30/1990 00:00,0.534902
03/31/1990 00:00,0.5369172665960198
04/01/1990 00:00,0.5387277492999059
04/02/1990 00:00,0.540333448111658
04/03/1990 00:00,0.5417343630312762
04/04/1990 00:00,0.5429304940587606
04/05/1990 00:00,0.5439218411941112
04/06/1990 00:00,0.5447084044373279
04/07/1990 00:00,0.5452901837884108
04/08/1990 00:00,0.5456671792473596
04/09/1990 00:00,0.5458393908141748
04/10/1990 00:00,0.5458068184888563
04/11/1990 00:00,0.5455694622714036
04/12/1990 00:00,0.5451273221618171
04/13/1990 00:00,0.5446001309023868
04/14/1990 00:00,0.5441076212354022
04/15/1990 00:00,0.5436497931608635
04/16/1990 00:00,0.5432266466787707
04/17/1990 00:00,0.5428381817891238
04/18/1990 00:00,0.5424843984919228
04/19/1990 00:00,0.5421652967871676
04/20/1990 00:00,0.5418808766748583
04/21/1990 00:00,0.5416311381549949
04/22/1990 00:00,0.5414160812275773
04/23/1990 00:00,0.5412357058926057
04/24/1990 00:00,0.5410900121500799
04/25/1990 00:00,0.540979
04/26/1990 00:00,0.540902669442366
04/27/1990 00:00,0.5408610204771779
04/28/1990 00:00,0.5408540531044355
04/29/1990 00:00,0.5408817673241391
04/30/1990 00:00,0.5409441631362885
05/01/1990 00:00,0.5410412405408839
05/02/1990 00:00,0.5411729995379251
05/03/1990 00:00,0.5413394401274122
05/04/1990 00:00,0.5415405623093452
05/05/1990 00:00,0.541776366083724
05/06/1990 00:00,0.5420468514505488
05/07/1990 00:00,0.5423520184098193
05/08/1990 00:00,0.5426935210194672
05/09/1990 00:00,0.5430812836270803
05/10/1990 00:00,0.5435169602905899
05/11/1990 00:00,0.5440005510099963
05/12/1990 00:00,0.5445320557852991
05/13/1990 00:00,0.5451114746164987
05/14/1990 00:00,0.5457388075035947
05/15/1990 00:00,0.5464140544465874
05/16/1990 00:00,0.5471372154454767
05/17/1990 00:00,0.5479082905002626
05/18/1990 00:00,0.548727279610945
05/19/1990 00:00,0.5495941827775243
05/20/1990 00:00,0.550509
05/21/1990 00:00,0.55142
05/22/1990 00:00,0.5520167951072911
05/23/1990 00:00,0.5522476540435008
05/24/1990 00:00,0.5521125768086296
05/25/1990 00:00,0.5516115634026768
05/26/1990 00:00,0.5508578798280294
05/27/1990 00:00,0.5505311220990061
05/28/1990 00:00,0.5507445562179933
05/29/1990 00:00,0.5514981821849915
05/30/1990 00:00,0.552792
05/31/1990 00:00,0.554324
06/01/1990 00:00,0.554324
06/02/1990 00:00,0.55325
06/03/1990 00:00,0.55371
06/04/1990 00:00,0.553863
06/05/1990 00:00,0.555864
06/06/1990 00:00,0.556174
06/07/1990 00:00,0.556793
06/08/1990 00:00,0.556793
06/09/1990 00:00,0.558347
06/10/1990 00:00,0.558659
06/11/1990 00:00,0.558815
06/12/1990 00:00,0.559597
06/13/1990 00:00,0.56338
06/14/1990 00:00,0.562588
06/15/1990 00:00,0.563539
06/16/1990 00:00,0.566893
06/17/1990 00:00,0.566893
06/18/1990 00:00,0.566572
06/19/1990 00:00,0.566572
06/20/1990 00:00,0.566893
06/21/1990 00:00,0.572082
06/22/1990 00:00,0.568505
06/23/1990 00:00,0.562493
06/24/1990 00:00,0.565131
06/25/1990 00:00,0.565291
06/26/1990 00:00,0.564653
06/27/1990 00:00,0.561167
06/28/1990 00:00,0.564334
06/29/1990 00:00,0.566412
