date,0,1,2,3,4,5,6,OT
1990/1/1 0:00,0.7855,1.611,0.861698,0.634196,0.211242,0.006838,0.525486,
1990/1/2 0:00,0.7818,1.61,0.861104,0.633513,0.211242,0.006863,0.523972,
1990/1/3 0:00,0.7867,1.6293,0.86103,0.648508,0.211242,0.006975,0.526316,
1990/1/4 0:00,0.786,1.637,0.862069,0.650618,0.211242,0.006953,0.523834,
1990/1/5 0:00,0.7849,1.653,0.861995,0.656254,0.211242,0.00694,0.527426,
1990/1/6 0:00,0.7866,1.6537,0.86103,0.654879,0.21124200000000007,0.006887,0.526177,
1990/1/7 0:00,0.7886,1.662,0.862887,0.661157,0.21124200000000004,0.006885,0.527565,
1990/1/8 0:00,0.791,1.6568,0.864304,0.659631,0.2112420000000001,0.006878,0.527565,
1990/1/9 0:00,0.7939,1.6695,0.86423,0.66912,0.21124200000000007,0.006878,0.528123,
1990/1/10 0:00,0.7894,1.657,0.858369,0.659413,0.21124200000000007,0.006874,0.528123,
1990/1/11 0:00,0.7917,1.6495,0.859107,0.663702,0.21124200000000007,0.006873,0.529381,
1990/1/12 0:00,0.7941,1.6445,0.853752,0.658545,0.21124200000000007,0.006844,0.529101,
1990/1/13 0:00,0.7935,1.6465,0.848176,0.660284,0.21124200000000007,0.006866,0.532765,
1990/1/14 0:00,0.7954,1.639,0.845309,0.652742,0.211242,0.006829,0.532056,
1990/1/15 0:00,0.7751,1.649,0.842786336418243,0.66313,0.21124200000000004,0.006845,0.53135,
1990/1/16 0:00,0.7622,1.655,0.8401586509864808,0.668226,0.21124199999999999,0.006881,0.533049,
1990/1/17 0:00,0.7583,1.6594732171459983,0.8374259437047137,0.672043,0.21124199999999999,0.006924,0.532623,
1990/1/18 0:00,0.7605,1.6636284565151336,0.8345882145729416,0.667557,0.211242,0.006976,0.534188,
1990/1/19 0:00,0.7635,1.6674657181074064,0.8316454635911644,0.672948,0.21124199999999999,0.006987,0.535045,0.595
1990/1/20 0:00,0.7663775530289041,1.6709850019228174,0.8285976907593822,0.670691,0.21124199999999999,0.00694,0.537201,0.597
1990/1/21 0:00,0.769119432414433,1.6741863079613655,0.8254448960775951,0.664894,0.21124199999999999,0.006918,0.536481,0.602
1990/1/22 0:00,0.7717256381565866,1.6770696362230508,0.8221870795458028,0.667468,0.211242,0.006902050293942838,0.536193,0.5983
1990/1/23 0:00,0.7741961702553647,1.6796349867078744,0.8188242411640057,0.668003,0.211242,0.006886414185607616,0.535475,0.6003
1990/1/24 0:00,0.776531028710768,1.681882359415835,0.8159163104077886,0.675584,0.211242,0.006871091674994331,0.535906,0.5998
1990/1/25 0:00,0.7787302135227956,1.6838117543469333,0.8140232167527367,0.677094,0.211242,0.006856082762102983,0.538503,0.601
1990/1/26 0:00,0.7807937246914479,1.6854231715011692,0.81314496019885,0.674992,0.211242,0.006841387446933575,0.537779,0.5936
1990/1/27 0:00,0.782721562216725,1.6867166108785425,0.8132815407461286,0.668986,0.211242,0.006827005729486106,0.536769,0.5915
1990/1/28 0:00,0.7845137260986266,1.6876920724790532,0.8144329583945723,0.668003,0.211242,0.006812937609760575,0.536337,0.593
1990/1/29 0:00,0.7861702163371533,1.6883495563027016,0.8165992131441814,0.668539,0.211242,0.006799183087756981,0.536625,0.594680967743905
1990/1/30 0:00,0.7876910329323045,1.6886890623494875,0.8197803049949557,0.668003,0.211242,0.006785742163475324,0.535906,0.5960863677642398
1990/1/31 0:00,0.7890761758840803,1.6887105906194109,0.8239762339468952,0.670107,0.211242,0.006772614836915609,0.536625,0.5972162000610044
1990/2/1 0:00,0.7903256451924808,1.6884141411124718,0.829187,0.668673,0.211242,0.00675980110807783,0.536193,0.5980704646341988
1990/2/2 0:00,0.7914394408575061,1.6877997138286707,0.834028,0.669568,0.211242,0.00674730097696199,0.535045,0.5986491614838227
1990/2/3 0:00,0.7924175628791562,1.6868673087680064,0.831947,0.673401,0.211242,0.006735114443568087,0.537634,0.5989522906098764
1990/2/4 0:00,0.7932600112574308,1.68561692593048,0.832432,0.678104,0.211242,0.006723194277804413,0.537346,0.5989798520123599
1990/2/5 0:00,0.7939667859923303,1.684048565316091,0.83717,0.679117,0.211242,0.006711257099120705,0.536481,0.5987318456912729
1990/2/6 0:00,0.7945378870838544,1.6821622269248397,0.835422,0.677048,0.211242,0.006699255677425248,0.535906,0.5982082716466158
1990/2/7 0:00,0.7949733145320033,1.679957910756726,0.834725,0.672495,0.211242,0.006687190012718047,0.536193,0.5974091298783882
1990/2/8 0:00,0.7952730683367766,1.6774356168117497,0.83696,0.674172,0.21124199999999999,0.006675060104999099,0.536049,0.5963344203865907
1990/2/9 0:00,0.7954371484981749,1.6745953450899107,0.838715,0.670466,0.21124199999999996,0.006662865954268406,0.535619,0.5949841431712226
1990/2/10 0:00,0.7954655550161978,1.6714959270053853,0.840195,0.664011,0.211242,0.006650607560525966,0.533333,0.5933582982322841
1990/2/11 0:00,0.7953582878908455,1.668490351043229,0.837521,0.66072,0.211242,0.006638284923771779,0.533333,0.5914568855697755
1990/2/12 0:00,0.7951153471221178,1.6656374486176173,0.839913,0.666667,0.211242,0.0066258980440058474,0.534045,0.5892799051836967
1990/2/13 0:00,0.7947367327100148,1.6629372197285506,0.84246,0.666889,0.211242,0.00661344692122817,0.533903,0.5870804367515403
1990/2/14 0:00,0.7942224446545365,1.6603896643760285,0.843811,0.663702,0.211242,0.006600931555438748,0.533476,0.5851115599507999
1990/2/15 0:00,0.793572482955683,1.6579947825600516,0.847817,0.662559,0.211242,0.0065883519466375775,0.533618,0.583373274781475
1990/2/16 0:00,0.7927868476134541,1.655752574280619,0.847961,0.661244,0.211242,0.0065757080948246616,0.534045,0.5818655812435659
1990/2/17 0:00,0.7918655386278498,1.6536630395377319,0.848176,0.6600709692217798,0.211242,0.006563,0.533618,0.5805884793370722
1990/2/18 0:00,0.7908085559988705,1.6517261783313886,0.849041,0.6591821860115034,0.211242,0.006555,0.532623,0.5795419690619946
1990/2/19 0:00,0.7896158997265157,1.6499419906615909,0.851426,0.658577650369171,0.21124200000000007,0.006569,0.533333,0.5787260504183324
1990/2/20 0:00,0.7882875698107856,1.6483104765283378,0.848896,0.6582573622947827,0.21124200000000007,0.006555,0.533333,0.578140723406086
1990/2/21 0:00,0.7868235662516804,1.6468316359316295,0.847242,0.6582213217883383,0.21124200000000012,0.006563,0.533618,0.5777859880252552
1990/2/22 0:00,0.7852238890491996,1.6455054688714656,0.844809,0.6584695288498377,0.21124200000000012,0.006515,0.533618,0.5776618442758401
